"27,10,18,29,1,16"
"26,31,1,12,16,19"
"24,34,17,1,3,30"
"32,18,16,27,21,22"
"32,10,20,8,38,23"
"26,16,3,9,36,22"
"36,20,31,5,6,37"
"37,38,28,18,8,27"
"20,1,22,11,8,13"
"32,28,16,34,17,30"
"21,29,20,8,12,19"
"4,10,36,7,3,2"
"29,19,10,18,6,26"
"2,5,9,10,24,33"
"5,32,13,3,16,8"
"36,10,8,5,12,3"
"24,13,23,3,9,11"
"16,2,32,1,24,33"
"2,14,35,36,24,26"
"38,34,25,26,11,31"
"10,7,16,35,21,9"
"25,2,28,27,12,21"
"30,18,21,15,33,34"
"14,5,6,11,15,16"
"16,1,6,12,26,30"
"20,9,15,18,36,37"
"20,6,13,19,22,31"
"21,6,12,16,24,32"
"14,7,9,11,22,28"
"10,5,6,7,19,29"
"22,6,12,14,32,37"
"30,1,7,26,31,34"
"16,1,5,8,25,28"
"11,5,6,10,22,24"
"17,1,8,12,27,29"
"24,16,18,19,31,35"
"17,2,12,13,19,25"
"22,1,8,12,23,31"
"17,3,4,11,19,20"
"8,3,5,6,16,17"
"27,2,14,17,32,37"
"15,4,5,9,17,26"
"14,4,6,8,26,29"
"15,4,5,9,20,26"
"30,1,16,28,35,36"
"30,27,35,38,11,26"
"28,31,4,15,43,35"
"32,23,8,34,42,16"
"32,16,41,37,47,19"
"31,21,32,27,47,16"
"49,31,36,25,17,19"
"3,32,44,10,20,41"
"3,42,27,2,18,9"
"18,49,42,23,34,35"
"27,7,17,38,29,32"
"2,18,20,45,33,35"
"32,18,4,31,6,24"
"25,42,33,32,15,46"
"12,47,39,9,24,18"
"21,12,15,29,42,1"
"37,7,30,16,8,41"
"5,37,38,41,18,15"
"29,3,38,11,41,1"
"17,18,41,8,19,39"
"18,19,3,48,10,49"
"13,29,5,25,22,34"
"23,19,5,38,22,41"
"4,2,45,30,37,11"
"9,43,13,42,10,35"
"13,14,29,31,1,12"
"14,5,16,35,18,3"
"25,13,47,48,32,21"
"47,27,16,13,14,15"
"29,8,48,20,13,23"
"26,3,1,22,27,13"
"31,32,13,23,16,33"
"46,6,3,27,40,42"
"17,47,41,19,44,43"
"14,4,35,28,8,33"
"7,23,20,28,11,31"
"10,47,36,30,13,3"
"28,26,3,43,16,15"
"46,19,3,17,9,8"
"40,49,13,19,12,34"
"14,30,34,3,29,38"
"29,45,36,26,25,12"
"40,44,36,15,42,1"
"19,15,22,41,12,20"
"26,37,18,12,33,9"
"45,21,47,6,3,44"
"37,23,41,1,7,34"
"25,35,21,47,26,2"
"33,37,45,31,20,44"
"13,36,4,11,48,30"
"32,45,9,48,28,10"
"5,36,44,18,34,19"
"31,10,23,11,24,35"
"44,48,6,18,39,17"
"9,20,8,47,6,26"
"39,8,33,21,29,17"
"3,22,28,26,11,15"
"11,28,24,26,1,35"
"21,23,11,37,16,33"
"18,45,42,33,32,48"
"15,44,3,18,19,24"
"22,11,28,43,17,9"
"44,18,25,24,12,37"
"31,10,25,23,36,49"
"16,11,7,46,38,30"
"25,27,46,26,8,13"
"26,38,2,22,28,39"
"24,46,7,19,13,43"
"19,28,15,35,8,26"
"44,18,27,47,24,22"
"24,41,27,17,39,23"
"8,32,34,40,15,29"
"6,17,33,41,19,24"
"48,36,19,2,44,34"
"22,21,14,34,2,27"
"28,24,6,12,18,23"
"31,35,42,41,4,17"
"5,36,24,48,26,27"
"31,35,40,28,22,32"
"3,2,46,20,16,25"
"17,35,9,3,14,38"
"49,39,23,13,6,22"
"30,40,15,49,36,23"
"35,18,42,43,2,20"
"18,40,19,4,15,33"
"14,25,4,33,1,45"
"46,38,2,6,43,45"
"38,25,14,46,23,33"
"40,48,41,33,21,4"
"3,6,23,5,34,14"
"18,6,28,12,2,46"
"29,34,43,39,2,4"
"35,22,29,32,14,15"
"43,4,19,24,23,31"
"29,8,40,32,1,47"
"45,35,11,44,3,20"
"48,36,43,32,2,5"
"43,16,25,15,31,10"
"39,41,12,47,1,24"
"4,36,22,11,1,3"
"11,1,41,48,35,5"
"35,49,42,25,18,9"
"17,40,32,25,36,5"
"4,29,28,41,7,19"
"35,21,18,24,34,48"
"37,46,45,29,36,20"
"33,4,17,37,44,31"
"35,48,47,34,22,33"
"42,26,22,13,31,48"
"35,19,31,28,15,48"
"14,29,41,3,36,31"
"28,19,18,41,35,45"
"36,30,47,7,2,29"
"7,21,31,2,18,17"
"45,16,6,15,18,32"
"49,21,1,43,13,27"
"24,18,13,35,39,42"
"41,23,44,19,27,4"
"6,48,4,15,49,2"
"44,49,2,48,9,7"
"1,14,2,8,30,49"
"10,9,38,43,14,3"
"1,19,33,49,25,7"
"16,13,48,18,11,41"
"41,24,30,39,13,11"
"1,29,19,45,7,26"
"35,28,40,4,17,38"
"48,27,47,16,26,20"
"46,40,16,29,20,17"
"23,20,14,30,35,16"
"2,48,13,35,14,24"
"8,13,29,28,38,46"
"3,47,29,23,11,42"
"4,13,6,9,5,24"
"29,5,12,38,26,23"
"45,33,30,18,22,2"
"45,39,49,43,27,44"
"40,47,48,22,5,28"
"28,34,30,10,27,24"
"48,22,27,1,33,13"
"26,12,29,3,43,8"
"19,4,26,47,34,33"
"33,14,8,46,23,7"
"37,25,27,44,17,36"
"18,28,34,38,46,2"
"33,2,30,5,31,49"
"5,32,16,12,19,34"
"4,44,39,13,2,38"
"31,2,19,46,25,38"
"26,46,43,18,40,21"
"18,5,49,3,43,23"
"42,14,39,6,7,26"
"35,20,14,23,7,39"
"48,9,30,18,5,44"
"14,34,44,38,32,13"
"16,44,39,34,20,24"
"6,45,25,20,13,40"
"24,38,43,28,20,27"
"34,27,10,39,4,42"
"38,49,14,43,29,23"
"38,27,35,9,24,18"
"21,17,15,10,43,33"
"32,7,26,9,19,22"
"9,39,35,3,2,19"
"3,5,9,8,42,34"
"46,17,12,25,22,27"
"9,12,11,46,27,35"
"32,22,23,2,41,27"
"38,43,46,9,30,32"
"24,21,42,46,27,17"
"34,14,36,23,10,25"
"3,17,44,5,31,11"
"36,41,11,2,4,35"
"27,42,9,37,10,39"
"10,44,35,29,30,34"
"32,42,23,4,7,43"
"39,19,44,49,15,11"
"35,8,36,22,46,9"
"45,11,29,23,2,26"
"6,35,13,17,38,11"
"48,15,31,5,49,22"
"34,3,23,19,24,6"
"2,21,32,27,29,40"
"40,21,47,45,37,12"
"15,23,42,25,7,22"
"30,36,18,11,33,9"
"47,19,22,16,5,30"
"26,16,23,36,40,13"
"44,5,23,41,27,47"
"48,3,18,40,8,22"
"34,42,15,16,9,44"
"46,33,42,29,7,15"
"43,17,38,42,49,44"
"1,8,32,25,46,14"
"12,49,44,29,47,19"
"23,7,16,21,9,38"
"5,46,3,35,28,41"
"17,39,30,20,25,44"
"20,31,18,2,21,42"
"32,25,27,47,9,48"
"43,30,26,4,42,31"
"43,20,2,8,24,19"
"26,30,15,19,40,43"
"3,35,28,6,40,22"
"44,3,24,42,9,19"
"23,37,44,34,21,19"
"38,39,8,31,11,19"
"25,20,7,35,16,29"
"2,24,27,11,38,42"
"25,7,45,1,34,48"
"11,17,13,44,14,12"
"22,32,3,35,43,13"
"37,5,7,15,41,35"
"30,10,27,29,7,14"
"16,36,24,18,12,14"
"15,49,45,8,24,5"
"28,41,3,26,2,14"
"46,27,11,38,35,48"
"32,23,18,42,13,28"
"10,14,12,7,6,49"
"30,31,27,2,19,7"
"34,19,17,10,47,22"
"14,6,13,15,11,3"
"32,16,44,27,5,45"
"40,33,17,44,34,48"
"26,17,10,11,41,40"
"9,21,41,38,46,36"
"13,7,15,11,4,47"
"21,2,5,9,31,12"
"38,32,6,11,18,5"
"46,18,10,13,27,16"
"47,45,41,15,42,4"
"16,20,9,34,36,46"
"21,13,20,1,43,15"
"14,37,31,30,32,24"
"26,43,47,7,25,5"
"40,41,17,33,36,31"
"46,25,22,13,26,5"
"46,18,7,14,3,21"
"2,13,23,26,20,40"
"22,19,44,39,36,27"
"28,36,47,14,2,41"
"11,25,17,48,38,47"
"7,38,16,22,40,42"
"36,35,18,30,9,2"
"38,37,13,11,4,9"
"11,27,7,5,24,47"
"5,9,12,3,47,24"
"31,2,23,44,7,3"
"13,26,12,1,44,40"
"48,46,4,25,26,36"
"19,43,13,22,20,31"
"46,22,47,35,48,23"
"26,35,48,23,2,40"
"1,42,19,39,30,21"
"13,31,7,37,2,20"
"5,2,24,49,9,47"
"48,17,44,11,14,1"
"14,28,7,8,27,25"
"33,11,40,2,6,49"
"23,8,17,5,13,30"
"38,20,29,21,42,48"
"29,16,3,10,27,44"
"42,38,48,18,47,41"
"10,49,35,43,38,41"
"4,22,1,5,20,13"
"3,24,31,41,39,12"
"6,30,35,13,19,5"
"26,14,37,44,29,2"
"15,25,18,19,6,9"
"27,45,38,8,10,43"
"37,46,33,30,6,34"
"33,10,12,1,38,5"
"4,38,36,1,7,15"
"29,43,27,12,39,44"
"2,30,38,35,40,44"
"30,25,9,6,21,10"
"2,9,24,31,4,40"
"47,28,23,9,38,42"
"44,1,18,4,12,8"
"19,37,30,34,1,16"
"22,30,14,29,34,4"
"32,1,43,45,16,23"
"46,44,2,17,3,14"
"37,41,25,29,20,48"
"19,43,11,36,9,39"
"16,25,34,19,17,7"
"31,29,41,17,4,19"
"28,5,20,24,11,10"
"9,45,40,39,24,34"
"42,9,12,5,36,45"
"3,29,40,44,2,13"
"8,1,38,47,39,12"
"4,6,33,11,49,34"
"45,37,27,48,30,38"
"12,36,49,8,18,24"
"1,3,36,45,24,8"
"44,26,37,33,10,49"
"33,35,49,19,9,5"
"13,16,27,36,35,29"
"27,25,13,45,26,1"
"48,30,1,36,37,19"
"45,47,38,39,46,43"
"8,30,18,28,40,37"
"23,38,21,32,3,14"
"20,41,34,15,13,39"
"37,2,24,38,7,17"
"46,14,23,24,29,44"
"39,15,11,47,4,32"
"21,31,46,17,4,42"
"6,20,3,41,48,4"
"13,6,35,20,29,31"
"3,31,49,26,30,5"
"16,37,32,3,36,20"
"33,20,31,21,19,13"
"17,39,24,40,23,14"
"2,18,28,26,21,27"
"3,10,7,16,21,30"
"15,21,13,45,16,25"
"33,49,12,38,43,30"
"24,21,34,39,46,30"
"49,5,7,3,47,36"
"13,47,45,8,29,20"
"22,40,3,47,15,19"
"45,49,5,44,23,10"
"9,3,39,49,21,45"
"20,46,28,10,37,49"
"11,25,12,42,35,20"
"47,5,39,7,20,14"
"37,34,48,41,40,20"
"25,45,38,27,48,20"
"43,12,17,48,14,49"
"40,8,34,27,10,41"
"40,33,29,41,49,22"
"14,15,27,6,21,11"
"18,16,5,19,4,8"
"24,43,19,40,39,32"
"4,34,45,42,41,10"
"4,40,43,36,10,2"
"13,45,33,8,3,41"
"30,33,45,6,23,42"
"49,12,34,3,43,7"
"21,34,7,33,1,19"
"4,9,35,36,21,20"
"34,3,15,21,14,16"
"43,15,3,32,6,22"
"8,27,9,47,21,35"
"28,14,31,46,22,12"
"13,9,15,36,42,7"
"12,30,18,37,48,9"
"16,3,45,18,6,26"
"36,3,27,40,24,46"
"29,12,7,49,46,41"
"26,47,17,23,25,1"
"39,49,2,45,33,20"
"26,47,20,2,42,22"
"31,25,47,18,29,36"
"33,32,1,40,39,28"
"25,16,38,39,18,48"
"45,14,25,18,33,29"
"25,31,29,16,49,37"
"25,44,36,2,30,34"
"42,8,30,31,10,33"
"24,37,28,43,30,49"
"32,38,29,12,46,14"
"7,2,36,27,46,20"
"48,4,47,25,2,10"
"22,29,9,40,16,30"
"14,15,34,28,19,5"
"45,49,39,33,46,30"
"24,49,20,7,27,5"
"19,6,42,41,40,43"
"41,28,29,36,26,18"
"3,4,2,43,12,26"
"9,12,2,16,46,38"
"29,15,1,25,16,45"
"46,5,6,3,43,15"
"13,34,21,17,42,44"
"11,14,43,6,41,25"
"37,33,20,22,24,43"
"15,3,25,26,22,46"
"31,16,13,7,5,21"
"20,7,3,38,15,22"
"1,26,33,15,41,43"
"2,22,14,31,5,4"
"33,47,10,12,38,36"
"8,10,49,44,48,27"
"40,49,35,20,16,39"
"42,37,40,12,18,34"
"11,10,38,9,8,46"
"7,30,17,35,1,49"
"3,31,37,15,44,19"
"49,38,36,22,14,1"
"42,10,44,12,19,16"
"10,12,8,42,18,3"
"27,25,7,45,13,43"
"10,40,28,45,33,38"
"34,23,22,40,7,21"
"32,4,26,49,36,3"
"38,49,30,11,48,21"
"27,7,6,13,25,23"
"9,25,41,18,15,28"
"42,19,32,11,5,39"
"3,33,6,18,36,44"
"4,26,35,49,13,44"
"37,48,29,35,39,3"
"33,14,43,27,38,44"
"29,9,8,38,48,17"
"44,20,5,12,38,22"
"22,49,34,46,15,43"
"32,43,49,26,22,28"
"24,6,15,49,11,13"
"48,43,4,25,27,9"
"16,1,40,3,6,12"
"22,46,3,30,2,45"
"17,25,47,30,7,18"
"1,30,20,44,29,3"
"41,28,24,38,49,20"
"42,20,12,28,4,19"
"16,12,39,34,23,31"
"44,14,49,34,22,16"
"14,6,19,41,8,15"
"15,32,8,41,44,2"
"21,28,2,47,33,36"
"36,33,28,46,9,15"
"35,6,21,10,3,28"
"24,16,12,4,3,44"
"45,34,36,2,26,9"
"44,8,40,27,11,25"
"31,35,29,11,36,20"
"30,17,28,25,4,46"
"1,49,34,4,11,47"
"2,42,16,33,32,9"
"47,44,13,42,28,22"
"5,14,39,12,15,6"
"30,25,13,4,31,17"
"9,5,8,13,37,30"
"22,33,10,21,46,11"
"14,17,26,43,20,45"
"47,30,36,11,34,31"
"27,28,41,19,45,37"
"47,18,19,41,14,6"
"34,3,17,23,5,7"
"1,4,20,33,17,25"
"21,26,27,37,34,8"
"27,19,43,28,14,46"
"1,41,19,18,2,22"
"22,5,6,3,41,15"
"2,35,13,27,43,14"
"30,15,22,31,44,46"
"31,5,40,35,29,16"
"37,47,12,11,13,44"
"7,37,44,10,1,23"
"25,17,20,12,38,8"
"43,46,49,25,12,3"
"37,35,1,43,18,6"
"26,4,9,33,36,2"
"38,23,29,32,33,13"
"1,44,38,24,4,21"
"27,14,12,4,17,25"
"46,10,17,11,26,41"
"27,25,40,23,7,10"
"45,16,36,49,31,19"
"5,4,42,45,39,43"
"33,47,41,40,4,2"
"6,39,25,17,43,1"
"30,11,31,18,2,17"
"6,39,34,16,25,22"
"45,42,14,39,43,15"
"49,2,3,31,36,17"
"12,48,18,46,25,17"
"6,20,42,31,40,23"
"17,1,46,44,11,9"
"6,35,4,43,23,13"
"19,32,31,21,45,6"
"6,24,28,14,23,42"
"9,20,36,31,49,25"
"28,27,18,7,49,45"
"43,45,26,32,20,1"
"26,30,40,12,45,10"
"4,45,33,48,40,3"
"38,26,46,41,16,23"
"27,39,22,42,3,34"
"17,1,34,3,18,11"
"20,28,21,45,33,29"
"5,30,28,41,20,29"
"43,37,47,7,18,1"
"31,13,43,32,26,39"
"6,32,19,44,8,14"
"43,44,33,12,24,25"
"21,5,37,13,38,22"
"15,33,45,46,39,49"
"36,48,46,32,15,43"
"12,22,11,48,27,28"
"23,20,31,2,34,5"
"47,8,1,15,19,20"
"27,34,15,4,33,49"
"14,20,41,24,39,13"
"4,17,9,26,14,7"
"35,8,39,15,22,11"
"23,24,19,16,1,43"
"35,47,31,43,41,26"
"46,49,9,40,25,23"
"8,18,7,29,20,23"
"20,37,9,46,23,28"
"47,9,44,19,37,27"
"39,48,17,7,34,19"
"22,23,48,35,21,29"
"26,37,48,1,25,8"
"31,28,15,7,40,26"
"26,2,17,28,16,24"
"29,26,8,16,17,9"
"46,7,49,24,33,9"
"43,13,28,38,24,25"
"24,47,44,27,34,12"
"40,35,26,1,19,27"
"31,34,27,21,35,29"
"10,44,31,42,13,45"
"35,5,37,17,1,12"
"21,2,11,38,18,37"
"26,2,36,40,12,20"
"29,27,18,10,22,8"
"2,17,48,4,31,28"
"32,35,38,40,9,26"
"21,7,11,35,48,1"
"23,27,28,14,47,12"
"8,19,23,13,20,45"
"30,33,13,49,29,5"
"22,1,35,36,44,45"
"14,25,4,28,26,45"
"42,15,36,41,45,7"
"19,18,21,20,31,2"
"21,40,44,42,26,33"
"4,20,29,6,41,8"
"18,33,12,29,7,15"
"3,34,18,49,13,31"
"6,47,28,46,29,35"
"30,26,32,42,11,16"
"42,3,28,10,27,23"
"16,31,30,9,33,27"
"24,21,17,12,33,30"
"30,6,22,14,26,7"
"20,47,17,40,5,46"
"7,14,48,27,28,32"
"40,1,36,21,39,13"
"5,48,17,6,47,14"
"49,27,45,31,46,14"
"45,27,7,43,37,35"
"31,45,26,23,43,14"
"14,5,1,7,4,33"
"46,8,9,16,21,20"
"4,35,27,11,43,6"
"35,10,36,31,39,26"
"21,15,3,34,26,39"
"9,3,10,1,49,5"
"15,3,38,32,12,14"
"3,24,16,6,9,29"
"27,35,38,21,36,41"
"31,17,48,40,25,47"
"25,28,24,18,30,31"
"9,49,18,30,45,14"
"12,40,19,32,26,22"
"27,15,42,48,40,37"
"9,29,40,5,44,7"
"21,3,42,48,29,39"
"15,12,45,1,3,9"
"17,5,49,21,46,38"
"6,26,17,22,29,12"
"48,18,44,24,41,16"
"36,40,15,39,22,45"
"26,36,6,31,37,45"
"7,43,36,30,18,16"
"29,36,8,40,15,33"
"6,1,17,29,34,42"
"10,40,46,29,1,47"
"20,12,4,16,39,44"
"48,13,12,11,27,40"
"24,47,30,20,8,32"
"30,43,47,16,14,32"
"3,48,30,16,1,33"
"28,4,13,36,42,24"
"25,44,38,20,37,1"
"31,38,34,30,12,23"
"27,7,41,6,48,17"
"23,41,34,10,17,1"
"27,33,46,5,22,21"
"41,39,32,47,33,5"
"33,17,38,15,27,16"
"41,15,30,35,43,21"
"47,6,3,26,17,32"
"48,21,29,13,10,8"
"35,27,43,9,5,23"
"29,41,10,39,34,26"
"43,1,25,36,28,47"
"9,33,6,46,5,16"
"27,15,29,40,6,32"
"36,5,32,20,31,2"
"3,8,7,43,6,48"
"18,41,4,30,39,27"
"43,10,39,1,31,3"
"3,49,38,40,16,8"
"22,20,8,41,14,13"
"45,27,29,2,17,41"
"38,11,8,27,41,37"
"32,33,43,2,11,4"
"38,35,6,13,11,33"
"41,20,37,8,10,11"
"9,15,21,19,31,29"
"45,6,33,12,8,23"
"15,34,42,48,21,29"
"45,16,2,18,42,11"
"27,5,40,11,28,24"
"34,32,43,37,16,46"
"13,32,39,46,16,23"
"35,19,43,2,26,44"
"9,37,38,17,26,35"
"2,12,45,8,31,40"
"21,41,24,25,42,6"
"36,46,30,25,4,1"
"11,31,9,49,14,43"
"3,35,6,43,8,45"
"43,17,11,6,1,41"
"14,20,27,12,24,45"
"46,26,17,29,2,49"
"9,39,16,31,15,49"
"9,30,21,2,23,38"
"2,1,4,17,12,38"
"3,31,14,44,15,6"
"22,35,31,4,9,27"
"18,42,14,35,41,19"
"18,39,29,2,38,14"
"37,24,21,28,49,16"
"22,25,27,15,34,4"
"35,2,41,47,44,42"
"49,7,14,42,41,37"
"26,24,36,45,28,33"
"3,16,20,2,30,32"
"48,28,40,8,39,22"
"30,17,8,33,46,20"
"3,37,12,23,6,9"
"1,21,33,11,35,34"
"31,22,41,1,27,7"
"29,49,6,17,3,20"
"16,9,40,34,42,30"
"49,22,28,7,25,16"
"18,47,45,20,14,9"
"25,5,42,10,30,13"
"28,12,43,38,34,10"
"19,44,8,29,40,13"
"30,17,10,48,32,21"
"39,27,26,7,40,47"
"48,28,39,45,24,40"
"7,2,34,28,14,38"
"25,8,6,45,19,7"
"12,3,45,32,26,41"
"44,21,28,25,30,34"
"37,16,25,41,39,33"
"2,16,26,24,36,20"
"6,2,26,24,32,45"
"12,34,8,38,41,13"
"4,48,23,42,8,18"
"43,44,21,14,27,3"
"21,12,47,44,23,38"
"3,19,36,16,13,8"
"32,27,36,24,14,9"
"44,40,37,3,13,19"
"35,38,5,17,45,11"
"13,3,26,25,27,31"
"20,27,45,38,23,15"
"12,47,2,23,43,21"
"5,29,33,38,36,28"
"17,14,40,49,11,8"
"4,16,46,28,35,2"
"15,30,49,19,43,25"
"37,14,2,39,10,30"
"38,12,1,10,42,22"
"27,9,8,19,29,45"
"9,44,1,6,29,14"
"10,47,32,16,22,4"
"46,24,28,29,12,36"
"43,32,5,16,40,45"
"46,49,40,47,48,15"
"4,18,5,48,38,19"
"44,3,16,40,34,15"
"20,21,41,9,32,3"
"11,2,32,1,6,24"
"46,2,5,21,4,36"
"35,12,16,6,10,2"
"16,43,48,23,25,15"
"47,6,32,11,40,15"
"48,29,47,4,34,42"
"6,21,9,2,45,39"
"3,47,14,34,43,33"
"27,39,28,33,4,44"
"3,17,4,12,30,32"
"28,35,29,40,47,14"
"28,15,3,31,38,18"
"22,46,31,47,48,18"
"18,43,13,16,3,29"
"12,38,32,9,26,47"
"38,31,33,47,22,27"
"48,38,39,22,4,43"
"12,10,11,22,13,31"
"48,35,6,18,27,29"
"41,24,34,2,32,36"
"41,26,39,3,5,29"
"16,9,11,38,5,35"
"16,2,44,12,33,43"
"27,7,29,14,41,47"
"27,44,48,17,12,2"
"6,30,24,15,17,14"
"31,32,35,2,39,36"
"29,31,34,35,46,20"
"38,22,44,48,1,31"
"34,23,12,8,49,37"
"13,39,35,20,19,25"
"25,2,49,29,11,33"
"10,38,1,39,14,41"
"6,46,12,40,27,16"
"11,27,10,30,20,24"
"24,25,11,21,10,17"
"20,49,3,44,27,31"
"32,35,5,8,18,47"
"47,40,12,6,38,17"
"39,19,20,22,43,35"
"39,20,7,38,14,4"
"49,15,7,27,36,30"
"37,14,4,17,24,5"
"47,49,36,46,40,26"
"42,7,48,12,16,26"
"17,3,18,24,1,13"
"47,13,46,33,7,15"
"10,13,14,44,5,45"
"42,21,17,48,39,27"
"12,45,21,16,14,5"
"47,8,43,2,7,24"
"5,22,10,42,34,25"
"8,12,9,49,43,27"
"26,49,23,20,16,7"
"7,3,4,12,9,24"
"13,35,49,14,5,43"
"42,16,38,20,45,40"
"43,13,2,36,28,15"
"23,3,22,9,7,33"
"47,48,8,7,42,18"
"44,2,23,28,6,43"
"36,32,40,38,23,21"
"36,6,30,31,2,33"
"38,21,27,15,30,33"
"40,22,31,1,36,30"
"11,42,13,33,34,6"
"36,22,27,7,41,26"
"29,49,27,3,25,36"
"44,10,25,12,5,18"
"6,34,48,9,13,20"
"8,32,31,39,11,34"
"42,49,30,16,43,41"
"9,15,11,38,33,1"
"14,5,33,47,24,48"
"24,25,5,3,46,4"
"9,47,37,22,12,41"
"23,48,14,12,44,11"
"49,38,25,46,27,13"
"9,40,46,7,1,17"
"15,25,38,24,44,11"
"43,16,37,36,42,33"
"36,17,6,7,41,11"
"44,32,17,14,29,18"
"26,33,37,45,38,15"
"36,8,39,14,25,21"
"26,21,17,41,20,9"
"48,34,49,38,40,9"
"30,29,43,9,23,44"
"34,16,24,10,7,48"
"12,14,34,24,33,30"
"34,13,36,8,30,6"
"27,25,5,39,26,42"
"40,36,13,39,6,33"
"21,31,8,42,9,36"
"24,16,6,34,37,43"
"43,32,22,14,41,35"
"44,23,47,25,15,31"
"11,41,12,49,16,10"
"10,19,14,40,44,15"
"42,25,7,41,43,18"
"38,41,4,5,36,31"
"10,34,46,39,18,36"
